content,label
招聘秩序员1人白班4000，夜班3500.(一个岗2个人)早晨站岗1小时，干满一年有工龄奖，供吃供住(4菜一汤，宿舍干净有空调2人一个屋子)，不是小区，档案馆项目、工作轻松，事不多，需要头脑灵活，白班40岁以下，夜45以下。(需要长期工，短期勿扰)电话：地址：天津市滨海新区欣嘉园,0
【三星安检员】包食宿当天安排住宿性别:男，女年龄18-35周岁男一米七以上。退伍军人优先。女一米五五以上体重:不要太胖。住宿是标准六人间公寓。卫、浴在室内。供三餐。20天班4000元底薪，休息可以加班！加班200元一天月薪5000元左右。上班时间:早8晚8重点:公司上五险一金要求:没有案底，大面积纹身烟疤,0
南开区水上公园北道2号津融投资集团招国考中控3名，上24休48，另招本地55以内保安员，工作轻松，上12休12管吃有去的电话李微信同步,0
招聘保安，保税区，贻航国际十号楼，58以下，月工资3300，管吃住，每月休四天班。坐岗有空调，联系电话,0
天津北辰区和东丽区商业大学和民航大学食堂档口后厨切配，售卖！工作环境良好，简单易上手，包吃包住！工资电联，抓紧抓紧名额有限,0
190.190190日结!日结!日结!工作地点：空港中通快递总部工作时间：6点到次日早晨6点工作内容：快递小件分拣装卸人员要求：男，18-50周岁（需要接种过疫苗）。待遇：190元/天，日结。食宿：免费提供工作餐；可提供住宿。班车：长城公寓、和顺园、军粮城、机米厂、广福家园报名热线：（微信同步）,0
公司直聘高铁巡逻员，京津冀地区可选，薪资6500-7500，免费提供食宿，上五险一金,0
中国邮政滨海分局行政岗位招聘周结临时工，要求女孩，熟练掌握电脑办公软件，年龄18到37岁，8小时工作制，工资一周后一周一结，一天150，工作轻松，离职提前一周申请，工作地点七大街中国邮政，电话,0
招开始，连续三天，滨海兼职人员2个，男女不限，年龄40岁之内，工作时间，早八晚五，休息一个多小时，工资150一,0
"揭油毡有人吗,",0
招聘保洁员:男士，身体健康，60岁左右，上7.30下1点，月薪2200+300元全勤奖+200元车费补助，共计2700元，工作地点在南开王顶堤苑中路五合超市联系人张经理,0
外资企业，项目直招，签用工合同保安员：5名年龄：18-35身高：170以上体貌端正，身体健康，无纹身，无犯罪记录岗位：门岗、安检岗，无立岗，可坐工作时间：7:00-19:00，二班倒，月休四天工资：4500以上，法假三薪，加班另算福利：餐补600元，提供住宿工作地点：北辰开发区大张庄镇联系电话：,0
塘沽医院，可以常干的优先一天后日结，下班结钱140上八下八，倒岗，巡逻岗。早六点大寺人人乐集合联系电话,0
刘岗庄钉子厂招工每月5000元，管住居民楼有意者请联系电话,0
"班尼路招工啦【招聘单位】班尼路招聘长期临时工【岗位要求】男女不限，17-48岁，工作轻松简单，分拣扫描服装，上8:00下8:00,【福利待遇】16元/小时；干满两月17元/小时，出勤满28天，全勤奖200元/月。【工作地点】崔黄口开发区【报名方式】（微信）",0
招聘????????武清区下朱庄静湖花园西区23号中通驿站招长期店员，兼职店员，工资加电话微信面议，有意者联系电话微信,0
保安公司直招，保安员55岁以内，上长白班8点至20点，工资3500元，管吃管住，上10点至10点，穿西服，工资4000元，长夜班上20点至8点工资3000元，形象好可以在议。工作地址：天津塘沽二大街洞庭路商场，联系电话：,0
招长期保洁人员：银行长期保洁员，负责大厅，公共区域，卫生间，办公室等位置的卫生保洁工作，每天8小时，要求：女性！一名！年龄50岁左右，干活勤快，服从管理！工作地点：开元路宝地经典底商！！联系电话李经理,0
"夜班盒马生鲜分拣差20人时间：上15:00下02:00工资：单天160元管饭日结连续工资190元管住管饭（住酒店）内容：盒马生鲜分拣，食品小件分拣，轻松不累！16岁以上，2点半集合！地点：东丽空港经济区,",0
天津市高新区360项目招聘1.地址:天津市西青区高新区海泰大道与创新六路交叉口路东360创业园区招聘:中控管理员5名：男18—45周岁，薪资待遇：基本工资4500—5000元，提供食宿（住的好，伙食好），重要是半国企单位，福利待遇好，有相关物业工作经验优先，持消防资格证（国考）上12休12，上五险，每月4天公休，每月10号准时发工资（打卡）联系电话:,0
日结230现在集合706公交站车牌965c东丽顺丰小件，男女不限18-50周，管吃，上11点下11点30，小件装卸，分拣，管吃管住，带身份证、水杯，口罩，,0
现在大寺店里集合小胡同集合车牌8379临时后补190元一位《东丽极兔快递》分拣扫描没有装卸车190元，男女不限。16-55，管吃??上10点下6.30手机烟随便带，早下班不扣钱联系电话,0
190.190190日结!日结!日结!工作地点：空港中通快递总部工作时间：6点到次日早晨6点工作内容：快递小件分拣装卸人员要求：男，18-50周岁（需要接种过疫苗）。待遇：190元/天，日结。食宿：免费提供工作餐；可提供住宿。班车：长城公寓、和顺园、军粮城、机米厂、广福家园报名热线：（微信同步）,0
招聘中空人员：空港东十四道，运维保洁公司，白夜班两人，工资5000左右，管吃管住，一台主机，没有其他杂事，经理：，崔姐,0
天猫超市日结临时工19元/小时。保底9小时工作时间：23:30-10:00左右今晚夜班人员23:25到厂门口集合要做的名字+电话报名地址，滨海一道九路1577号电话同微,0
开发区国际医院招聘岗位1.供应室科室包岗制保洁，1名，07:30-16:30，单休，每周一到两次值班，工资3530元；2.洗衣房污洗间保洁工1名：早07:30-17:00，偶尔加班，包岗制工作，单休，工资3400元。3.秩序维护部夜班员工1名：19:00-7:30，单休，52岁以下，无纹身，无犯罪记录，工资3400元，提供夜宵，提供住宿。4.秩序维护部夜班监控岗1名：19:00-7:30，单休，52岁以下，无纹身，无犯罪记录，持消防国考证，不接受兼职，工资4600元，提供夜宵，提供住宿。,0
售楼处直招西服保安一、早8晚7工资4500～5000打卡；工作轻松，表现好可涨工资有职位晋升。二、招聘条件男性，白班年龄18―35周岁，身高178以上，五官端正、身体健康、无前科，个人条件好可放宽（退伍军人及有经验者优先录取）。三、福利待遇（1）管吃住，统一发放被装；（2）宿舍环境好，电梯房，可洗热水澡。地址：天津市滨海新区中心生态城中生大道海纳府售楼处联系电话:刘经理微信同步,0
招聘兼职，工资日结21元/小时，18：30-1：00电话：地址：滨海十路极兔转运中心,0
地铁安检员230/天可月结可周结可日结管吃住三个月后可转正转正缴五险一金,0
招工?_x0002_??保安?一名，要求:年龄55岁以下.身体健康?，会写字?，责任心强。天车工一名?，要求身体健康，年龄50岁左右（会叉开?车优先）,0
天津东丽区招打包工分货工，月工资4000，包吃包住。,0
春节都吃好喝好了吧，想找工作的联系我吧菜鸟宁河快消仓招聘了：招聘一线操作工（拣货包装）工资5000（计件工资多劳多得），包住，有餐补，给上天津当地五险，要求：初中以上学历，身体健康，无特殊疾病，男女不限，40岁以下，能接受加班，吃苦耐劳。工作地点：天津市宁河区安博物流园。有想法可以打我电话（）面试,0
学校招保洁员7:30一4:30(单休，法定节假日倒休)工资:2200元地点:河西区广东路附近联系电话:,0
【1】日结保安【白班今晚夜班都有】男的来的联系我，现在可以上班，140元，7点上班，7点下班日结管吃，车接送。,0
天津市海河医院现急招30名男女保洁本公司直招不走中介一天5个小时活儿拖拖地倒倒垃圾活轻巧进红区的保洁一天国家给补助100~200之间住宾馆吃宾馆条件非常好压1天后日结工资140元1天有想干的报名联系小葛,0
中心国际招聘设备盘线工，工作简单，特别好好的活有出差需求，地点包括但不限于天津，北京，上海，无锡，等等（出差有津贴补助80元/天）工作时间:每天8小时，超出算加班工作年龄：18-35岁，中专及以上学历，限男。薪资待遇:每小时22.5左右，管住管吃（400元/餐补），工资按月发放每月15号发放每月工资5500~7000岗位要求:有积极性，工作认真，有责任心，配合现场领导工作联系电话,0
梅厂京东白班210夜班220三天后日结。上班时间点对点，要求45岁以下，需要试岗一天。最少干满一个月，不满一个月三天培训期无薪资。,0
【日结】白班水果蔬菜包装190元，男女不限，18/47，上八下八，不管吃，班车接送，六点半集合，想干的赶紧联系我名额有限，,0
高薪诚招洗车工：工资4500-6500汽车美容学徒：工资：4000-5000汽车美容中工：4500-7000包吃住三餐，地址：天津市西青区精武镇联系电话：,0
急招塘沽开发区七大街招聘保洁，上七点半下四点半，月休四天，年龄63以下，工资2600/月，身体健康，有过保洁经验的优先，男女不限，联系人张姐.,0
京东宁河转运240天京东宁河转运240天京东宁河转运240天随时面试【工作内容】商品分拣【工作时间】早班7-7点，晚班7-7点【岗位要求】18-55岁，只要男，能踏实干活就行【薪资待遇】模式一，240一天，压三天后日结，最少做满三个月以上，做不满三个月，提前离职扣三天工资模式二，长期月结，综合薪资6500-8500/月，每月最后一天发工资，管住不管吃，有食堂，有360餐补，转正后有六险一金想出来找工作的抓紧时间报名了微信同步,0
天津伊藤忠物流招聘长期小时工岗位：分拣卸车发运每小时19元上8下9点左右白班年龄18-40男女不限工作简单！管吃，提供住宿，有独立卫生间，洗澡间，地暖空调！班车接送！工资月结！每周可预支800元本招聘信息长期有效联系电话??韩雪（微信同步）,0
夜班申通快递日结工资！男女不限！大量招聘临时工！上6.30下6.30男18/60，女18/55！男200元，女190元！都是小件，没有装卸！管工作餐！手机香烟都可以带！必须带身份证报名！提前报名！班车接送:报名电话:,0
"京东日结临时工，男女不限，18-50岁上15点下3点，工资210元，上18点下6点，工资210元。小时工:11：00—15：00左右18一小时22：00—6：00左右20一小时工不管吃18—50岁，男工女工，出考勤发工资，来时不要戴首饰，不要穿连帽衣服,",0
空港学校招聘女保洁员一名，岗位要求，身体健康，体貌端正，无不良嗜好，年龄55岁左右，主要负责楼内卫生，薪资待遇面谈。联系电话，，刘姐。,0
大龄夫妻工，55以内，可周结可长期，200一天！工作地点工农村,0
日结保安九大街汽配厂，年龄55岁以下，上七点下七点，不管饭，身高170左右，14天行程码，日结150，联系电话,0
南开区水上公园西路急需2名女保洁，长年都要，月工资3500元+给食堂卖饭500=4000元，急急急电话联系：,0
游乐场需要保洁10人男生工作时间：9:00-17:30能来的报名,0
招夜班长期工打小包裹干杂活，在屋子里，有空调或者暖扇不冷。干净不累。晚10到凌晨1：30分，只招领头村附近的人，其余勿扰电话微信同步,0
西青区张家窝镇天津南站，找一名采暖分集水器维修师傅，维修半天时间，晚上结账,0
"天津一汽丰田招人月7000-9000，可短期，可长期，长期工五险一金招聘岗位：辅助机器生产，打螺丝基本要求：初中及以上学历；男性，年满18周岁~45周岁；工作时间：8：30-5：10（8个小时正常出勤）两班倒薪酬福利：1、工资：基本工资+绩效奖+其它福利费+夜班费+加班费+稳岗补贴；综合工资7500-95002、宿舍4人间：免费住宿楼层内提供洗衣机、饮水机、活动室、阅览室、健身房等休闲活动区域,注：随时离职，当天提出，当天离职。工资正常发放",0
天津滨海新区保安500人工资:12小时4300年龄35岁以下，身高170包吃包住，轻松不累一个月休息两天身体健康，不能有前科，打过2针疫苗，联系电话,0
新开口招聘保洁员，1小时/天上班15:30-16:30，700元/月年龄24～58周岁负责厂区内卫生，活简单联系方式:（同微信）,0
天津单河西区文静里，上午9:30到，三个小时室内保洁，158含提成，要干活干净利索的成手刘老师,0
天津滨海新区第十大街有一药厂直招长期保安，年龄23/45之间，要求三观正，有强烈的团队意识，无重大疾病，无纹身，基本工资4000，终合工资5000---6000元，退伍军人另外加200，每个月20号发工资，年节有福利，年终有奖金。联系电话：,0
木槿酒店招聘：客房保洁2名男女不限，身体健康，服从分配，55岁以下，有经验者优先！月薪4000元，上8:30地,0
急招，职位：保安、保洁若干名，限男性秩序维护及车场收费若干名（保安）：1.要求：男，年龄50岁左右，身体健康，无犯罪记录，执行力强2.工作时间：上2白，2夜，休2天3.薪资2600+奖金，年节生日有福利，上意外险,0
招聘车间包装线普工女:43岁以下，能上三班，无犯罪记录。待遇:2380元/月＋双休＋三班补助＋五险＋工作餐＋班车＋可洗澡保洁:女:50岁以上，能上三班，无犯罪记录。待遇:2180元/月＋双休＋三班补助＋五险＋工作餐＋班车＋可洗澡电话:地址:登州路与成林道交口，香邑国际小区附近,0
物业直招：消控保安员数名，工作不累，上12休12，月休2天，管吃，管住，白班：综合工资6000/月，夜班综合工资4000/月，要求：55岁以内，持有初级国考证或国考成绩，有工作经验的优先！欢迎前来咨询！赵经理。,0
招聘保洁人员女：双休，节假日休息，管两餐，上7：30下16：30，2180/月。地址南门外大街与二纬路交口监狱管理局电话：,0
招高档饭店服务员，工资电话谈你不问是你的错，问了你不来是我的错欢迎电话约谈,0
日结工！长白班！大量要人双港美甲压一天后一天一发，印刷车间，160/天，管吃住（自备餐具）要求干满一个月全部坐岗，，手工活，班车接送（小站月桥正营北义）,0
"天津地区急招吊顶专业人员，要求会干铝扣板，pvc，生态木，桑拿板，铝方通，铝挂片，格栅，矿棉板，三防板，硅钙板，护墙板，各种集成吊顶材料板材安装。学徒到师傅包吃住,月薪6000到12000元.需要长期工，短期工不要.高档小区宿舍。四五辆车，另外有仓库。年底有6000-10000元奖金。电话:|月结|",0
有没有认识清洗油烟机的帮忙介绍一下各位师傅联系方式小范,0
需要大量要男临时工年龄16—42周岁。白班8—12小时工资：160—240/天管吃管住有班车夜班8—12小时工资：180—260/天管吃管住有班车报名电话：,0
空港西七道招聘保安60岁以下，长白班纯坐岗12小时班次，工也可以120一天，基本工资3000加450餐补，提供住宿服装，联系方式：刘经理,0
岗位：配货/打包工?班次：白夜班8:30-20:30（地点空港）?薪资每天220/天，白班管饭自带餐具要求40岁以下男性?,0
天津今天。2月18号(周五)要人搭建展台、卸货、搬东西.晚上10点开工，干8个小时。工资240，不包夜宵。超过8个小时算30一个小时的加班费.(8个小时之内都算240)地址:金元宝滨海国际购物中心(天津市滨海新区黄海路19号)联系电话,0
天津日结180-200,0
有安装油烟机灶的吗，联系我,0
圆通快递需要夜班装车工两名，日结，每晚240，能来的联系,0
晚班：日结，日结273元/天，273元/天，273元/天（4点店里集合～坐车）（扫描～分拣～装车）男女均可男女均可16-55岁以下，17:00上班～第二天6点下班，21一个小时，吃饭时间不扣，早下班或加班折算成小时计算车接车送，下班直接拿钱，也可以天天都去做炎景劳务静静,0
急招厨房阿姨一名,0
"现在集合，室内巡逻保安120，下八点，能带手机能抽烟，没人管就是玩，早下班钱不变,",0
【招聘】为进一步加强校园安全防范工作，维护校园的正常教育教学秩序，现特向社会【招聘保安员】数名。具体要求如下：身体健康、无纹身、无、传染病及重大疾病史，无违纪、无违法和犯罪记录。年龄：18周岁以上50周岁以下（男性）班次：正常白班（双休）国家法定节假日休，寒暑假还倒休。新资：2800元（寒暑假正常开支）工作地址：滨海新区汉沽咨询电话：或王女士,0
天津今天。2月18号(周五)要人搭建展台、卸货、搬东西.晚上10点开工，干8个小时。工资240，不包夜宵。超过8个小时算30一个小时的加班费.(8个小时之内都算240)地址:金元宝滨海国际购物中心(天津市滨海新区黄海路19号)联系电话,0
金岛假日酒店现招聘一名防疫员，9:00-21:00，轻松坐岗，工资3500联系电话：面试地点：东方红路与春熙道交口，真美妇儿医院斜对面,0
下班结账200夜班快递招男工，20-55岁，上8下8点，日结190元+10元饭补，三天后日结200+10饭补卸车分拣的活（没有装车）简单认字，不收手机烟火，抽烟休息自由，天天有活，早完活早下班不扣钱，一般5点左右就下班了??（今晚夜班6点50店里集合）班车路线:四合庄，驯海路，宝元村，外环线，东阳厂有去的给我打电话微信同步*,0
盛日招聘临时工女三天一天一结10小时230。10.5小时240。11小时253。直接入职。直接入职。品质一部二部。都缺人部门白夜班。随便选择！有健康码就可以。不用做酸检测！住宿厂区三号公寓随便选择.小路,0
******临时三天后日结170[爱心]东丽三星电机安检[爱心]西青三星移动安检【三星安检员】包食宿当天安排住宿性别:男女年龄18-35周岁男一米7以上。退伍军人优先。女一米五五以上体重:不要太胖。住宿是标准六人间公寓。卫、浴在室内。供三餐。20天班4000元底薪，休息可以加班！加班200元一天月薪5000元左右。上班时间:早8晚8重点:公司上五险一金要求:没有案底，大面积纹身烟疤小路,0
免路费，免被褥?日结工资?人走账清?不体检??天津服装物流??19元一个小时男女工190元要求比例女2男1每天工作10.5—13小时?压三天工资后日结?16周-35周，男35女38周岁工作内容:分拣、整理、装箱、发货?免费食宿，免费班车！吃饭四菜一汤（管工作餐）?要求:熟悉26个英文字母，能接受倒班，最少干一个月，不满一个月（300小时）前三天不予结算。48小时酸检测需要最短工作一个月纹身烟疤案底都可以接受温馨提示：工资前期按17元发放，干满300工时后正常离职结清培训期工资。报名电话:,0
宝坻天宝工业园内物流园，招聘消控员，持初级国考证，男性优先，55岁以下。班次一：12小时常白月休4天，5000元/月；班次二：上24休48，4500元/月，以上班次遇法定节假日给三薪，给上意外险，没有吃住。正规企业不拖欠工资。有意者可联系王经理,0
招聘:秩序维护员（保安）秩序维护员：男，18—50岁，要求：认真负责服从安排，能开具无犯罪记录证明，有保安证优先(无证公司免费组织考取）工作时间:十二小时，单休。提供吃住，五险，法定节假日三倍薪资或倒休，相关节日福利等。月薪：1.门岗3000-33002.门岗3500-40003.车场3300-3500具体薪资根据个人能力。联系人:佟联系方式:地址:天津市河东区机关单位（河东万达附近）,0
3点小胡同集合男女不限18-55周岁【东丽顺丰新仓】220元，小件装卸，分拣，活简单好干，上7下7，管吃，??：,0
直招厂区保安男士年龄50岁以内，身高170以上，形象岗，工资3000元一个月，每月补助800元，工作12小时，包住不包吃，工作地址工业园台湾路附近联系电话不符以上条件勿扰,0
招聘保安工作地点:宁河开发区工厂，【招聘要求】：1、年龄18周岁-50周岁，身高165以上身体健康，没有疾病。2、退伍军人，有消防证，保安证有相关经验者优先。【公司承诺】入职无任何费用，不体检不交押金，免费提供四季工作服，免费住宿，。【工作内容】，大门口访客登记待。进出车辆的检查换证。日常单位的巡逻打点。上级交办的其他工作和任务。薪资；底薪3600，餐补300元，全勤奖金200元，有丰厚的公司福利；端午节、中秋节、春节，年综合福利500元以上。联系电话：李队（请早8点到晚5点电话联系不要加微信联系）,0
长期招聘男女保安员及车管员中控员班队长等职位公司直招，不收取任何费用，有意者可电话咨询或者来项目实地考察面试。要求1.男：18—45周岁，工资4000—5000元每月，身高170cm以上，坐岗，巡逻岗，形象岗都有，根据身高年龄不等分配岗位跟据岗位定工资。要求无前科，身体健康，有身份证。2.女：18至45周岁，身高1.60以上，主要负责地库停车管理，停车收费，形象好气质佳的可去前台。3.公司升职空间大，有才你就来，给大家提供一个良好的发展平台，天津所有区域应聘成功的可就近分配以上所有岗位均包吃包住联系电话：刘经理（微信同步）,0
诚聘秩序员：招聘条件：1、要求男性，年龄18-45周岁，薪资待遇：1、工资待遇4000、餐补240、五险、法定节假日三薪、管住、夏季高温补贴；公休四天，联系人：史：手机号：、金地长湖湾,0
招聘保洁1名，男性，58岁以内，上七点下四点，单休，工作地点北辰科技园高新大道。电话杜女士,0
启辰仓库，人人乐走路十分钟，招聘，男理货员，叉车，白班管吃一顿，夜班不管吃，补助100，底薪2180加加班，满勤，补助，综合工资6500+，女的可以要一个入库员，就是扫描入库，一点面试，联系电话，,0
美团优选招聘！民族不限，年龄不限！一、招聘岗位1.分拣员15人，男女不限有无经验均可（上下班有专车接送）2.自带车司机15人，车型要求面包车?金杯?金龙?金旅?依维柯二、岗位要求1.以上岗位要求会熟练使用智能手机，有一定的汉语理解能力及认知能力2.全职兼职均可三、薪资待遇1.分拣员：底薪4000+提成2.无底薪4块钱一个团点＋0.15一件货无上限正常一月在5000～13000左右能力高低决定工资高低四、工作时间（北京时间）1.晚23：00至早9：002.早7：00至13：00（早送完早下班）地址在水区轩和苑附近联系电话：人数有限，先报先得！,0
微信同步新开仓，晋升机会多，免费提供食宿菜鸟十一库长期工，美妆，日化，都是轻货，长白班，管吃住，男女不限，45岁以下，岗位：质检，发运，收货，退货，分拨，月薪5000-7000，每月15号发放上月工资！电话?,0
河北区学校招聘保安：年龄23-50身高170以上。管住管两顿饭。工资4000+200绩效。两班倒。活轻松不累。新项目，晋升空间大。退伍兵优先，形象好工资还可商议。联系电话：受累帮,0
0?费用入职干过的都知道周结崔黄口顺丰分拣周结崔黄口顺丰分拣【岗位：短期合同制运作员岗】主要负责：快运重货的分拣、大件细分、部分装车；【岗位要求】年满18-55周岁、学历不限，男工、能够吃苦耐劳、能适应白夜班两班倒！【薪酬福利】1、固定薪酬白班220元\天，夜班240元\天！（上班夜班为主）2、入职上商业保险、提供食宿（工作餐一餐）、生日福利、节日福利、每月发放免费的劳保用品3.周结工资，每周三结算上一周工资?必须有48小时**酸，无犯罪记录?不面试，无押金，直接住宿上班，水电均摊（10元左右/）?最少干一个，不满3天提前离职的工资按照日结临时工白班200元/天，夜班220元/天发放【返费】20元/天（12小时）无调单费【上班地点】地址：天津市武清区崔黄口顺丰物流园————————————————名单报备李经理:,0
夜班埃贝赫男女工，日结160/天，下班结账，联系电话,0
230，230，230，年龄放宽一天一结工资，上7下7，日结230元。注意:1楼220元，2楼3楼230元，可以选女18－50岁，男18－54岁夜班顺丰新厂，必须带身份证！管吃，班车接送，5:30集合注意：带身份证，手机！白班，男女不限，220元，班车接送，5:40集合坐车联系电话,0
启辰仓库，人人乐走路十分钟，招聘，，叉车，白班管吃一顿，夜班不管吃，补助100，底薪2180加加班，满勤，补助，综合工资6500+，女的可以要一个入库员，就是扫描入库，一点面试，联系电话，东子反费电联,0
马聪招工打包员工一名,0
招聘：北塘办公楼保洁员，上7：30-4：30，试工期2600过后2800，单双休，管吃，活轻松不累，有意向联系电话,0
招消控值班一名，年龄55岁以下，国考证，疫苗接种证，保安证（或无犯罪证明），24休48，7.30交班20号班次以此类推，薪资3000，工作环境舒适，分区控制器，无联动设备，地点：榆关道附近幼稚园，电话：。,0
每天都要日结，日结夜班，夜班拼多多男女都行50以下上12点下8点一天150分拣疏菜，去的马上,0
招临时工180一天，8人，活好干，男女都可以45岁以下，联系电话,0
天津联心劳务天天面试不停，随时安排宿舍！进京需48小时**酸，入职需体检顺义分拣中心临时工：三天以后一天一结230一天，工期3个月以上！不到工期压三天工资不结！长期派遣大量招聘岗位《分拣》《拉地牛》《码排》等简单易操作，认识1～100数字就行！?工资：长期工底薪+餐补+绩效?夜补等综合工资7000～9000.工作轻松，管住不管吃！?要求：1.年龄18-42周岁，男女不限3.身体健康无心脏病及任何传染性疾病.住宿:住宿4～6人一间?工资：每月30日发放当月20号之工资代理返费：长期工10天1000临时工20一天报备名单：,0
招聘：蝶恋小区招保安，60岁左右，要求身体健康。工资2300元，有意者电联刘。,0
嘉民一号库，超级短期工干一周就可以，上班50人三天后日结，管吃管住，人走账清15元一小时，分拣，打包，,0
天津宝坻区有200亩地可蔬菜大棚种植，国家每亩补8000元有做的联系,0
?夜班八里台170一天，活特别简单一天一结，班车接送，八里台**酸装盒，装袋，男女不限男16~40周岁，女16-45周岁，上8下八8管吃，班车接送，170一天，170一天，下班结钱，活相当美，坐着工作，手头活，报名电话,0
白班日结180下班结钱男18-60周岁，管吃两餐环保小零活，活好干管理松混天的活，上9点下8点，6：30吃饭，吃完饭就等下班不用干活了带身份证原件照片也可以，提前下班工资不变，王稳庄附近班车接送，徐姐,0
招长期工一个月7000以上电话,0
临时工白班180元，夜班200:招聘临时工，主要工作拆废旧家电（冰箱，空调，洗衣机，电视）。男工，55岁以下，每小时18元，早七点半到七点，工作时间10个小时。。可随时计件，计件综合工资8500左右，免费吃住。自己带饭盒水杯。工作地点：天津静海子牙产业园十号路。联系电话,0
顺丰夜班开班，240，240，240一天一结，下班结账顺丰三楼夜班上七下七240上九下九240顺丰全部三楼（不装卸，不冷）管吃男女18-55岁一天一结注意???，带身份证手机，水杯，五点半集合，班车路线，六号桥，五号桥，驯海路，宝元村，东杨场，报名电话，,0
夜班，男200女190申通快递（双港），上6点30下6点30，一天一结，下班给钱。管吃，没?有装卸小件分拣、扫描，倒袋子等工作。必须带着身份证原件5点集合,0
直接上班八里台试纸，要求必须手头快，上八点下八点，管吃，下班结钱，180去的微我,0
本单位招聘收发货员男2名，上八下七，常白班，工资5000-8000，要求有责任心，有良好的工作态度。地址蔡公庄开发区有意者联系马,0
"天津金福临水产品批发市场月薪6000左右招聘出入库人员，常夜班，管的松，抽烟随便平均最少10小时20每小时200元－240元18到场&amp;#039;55周岁,负责出入库点数,拉开电地牛，工作每小时20元管三餐吃的好，有住宿,工资,工资每个月20发，没钱可以预支",0
单子有变！3点集合！8??个小时180/一天津南八里台，男女不限18到48周岁??????上5点下1点，温馨提示??：班车接送工作内容蔬菜水果生活用品小零食分拣干过的都知道溜达着钱就挣了，下班结账。考勤快。结账快。加班一小时20。,0
日结，要女工，宝坻，马家店大口屯车接送，管饭，干的联系,0
此老板找修理工,0
招聘:底油师傅，6名（夫妻优先）杂工，1名（男）工资面议联系电话,0
和平区大同道机关单位招男保洁2人，60岁以下，身体健康，有责任心，已打疫苗，上7下4，单休，月工资2400，管午餐，联系电话王姐,0
诚聘1.?保安员???年龄52周岁以下，两班倒，上六休一，薪资：3500元/月2.?从事过相关岗位者优先3.?详情电话咨询：,0
一天一结（兼职）??17:30-23:30，男女工，52岁以下，18元一小时，工作6小时左右，分拣扫描装卸，板桥宁波路快递公司/北京路快递公司联系电话,0
日结日结圆通夜班男女不限大量来，今6点下6点上7点下7点扫描分拣割口回流装卸活都有扫描分拣180装卸200加班提前下班一小时15车接车送下班结账报名电话:（同微信）,0
天宝开发区招保安工资4000年龄40岁以下身高1.75左右管住夜班保安3500年龄49以下管住天宝开发区招保安工资2700上白班和夜班年龄55岁以下管三顿饭天宝开发区招保安60岁以下2600上24休24管一顿饭,0
空港顺丰继续要人，管吃管住，男女均可，压一天后日结，男不超55，女不超50，，有来的速报名！上晚六点下早六点，，或者上七下七，管吃住，现在是200一天，有来的速报名：微信同步。,0
机关招聘消防监控，要求男，55岁以下，国考证，工作时间，上24休48，（8～8），工资待遇：3000元，工作地点，河东区卫国道与祁连桥附近，联系人：张经理，电话：,0
香邑国际小时工3小时100现在有人吗？,0
日结日结结钱快4点集合男女不限【东丽顺丰】夜班男年龄18~55岁女年龄18-50岁男女200下班结钱小件分拣装卸车，装卸车活简单好干，大邱庄到大丰堆这一道都有班车上班时间：19：00-7：00管吃结钱快自带水杯身份证联系电话王,0
日结，日结，日结，夜班200欲岭附近，中通快递夜班招男临时工，上六点下六点，管吃，主要负责卸车，有去的抓紧报名。报名电话:,0
西青区安保数名:薪资标准:4500元年龄：45以下时间：8：00—20：00身高：1.75米以上月休两天岗位轻松室内岗站二休一管吃管住西服套装无纹身无不良嗜好??,0
夜班190空港医疗测试卡摆件，招男女临时工，17-45岁，上八下七，190元/天，管一顿吃！班车接送：中河，驯海路，四合庄，宝元村报名电话李姐,0
本公司直招保安员，男，身高172以上，18-45岁，工资4000-5000/月，每月20打卡，管吃住，要求，没有犯罪记录，身体健康，能吃苦耐劳，能服从工作安排，对工作认真负责，愿意在保安行业发展，有上进心者优先，联系人:董经理，,0
现在用个临时工（男）一小时16元下班结账大丰堆天宇科技园微信同步,0
"夜班260（日结）260百灵医院3点集合.武清顺丰，男，（卸车口）260一天手机，烟随便带7－7,",0
"菜鸟11库新开仓库长白长白管吃管住火热招聘中抓紧报名面试,",0
招聘西青区中北镇小区保安，17~50岁，（长相年轻年龄可放宽）身高168以上，身体健康，无裸露纹身，服从工作安排。上12小时，管住宿两餐，3500~4500不等。联系电话微信同步,0
【天津滨海新区生态城】国家海洋博物馆（招50人）招聘保安员数名:薪资标准:3600年龄:18—45周岁身高：1.70以上班次:（长白）时间：（8：30到17：30）岗位：室内巡逻休班：每周一必休服装：西装免费提供,0
生态城宝龙城写字楼招消控员：消控室：工资3200上24休24没有证董知识的，或者有结业证的男女都可以，管吃住，有责任心！7点-7点！??李姐,0
日结日结日结！康希诺疫**车间消毒人员开始了。白班人员已满夜班开始上班，名额有限。夜班220元，管一餐上20点下8点。活特别轻松好干。班车接送，长期干的优先。要求45岁以下，男女不限名额有限。电话,0
招蔬菜分拣女工海吉星城市集配中心计时:15一小时计件:0.2元一件联系电话:,0
新开口招聘保洁员，1小时/天上班15:30-16:30，700元/月年龄24～58周岁负责厂区内卫生，活简单联系方式:（同微信）,0
